PP_ID,PAYER_ID,PLAN_NAME,"PLAN_TYPECommercial,Medicare,Medicaid ","PLAN_SUB_TYPEHMO,PPO,etc ","PLAN_CATEGORYIndividual,Group,Small Group, Large Group, Employee Based, etc ",STATE_NAME,Mailing_Address1- ,Mailing_Address2,Mailing_City ,Mailing_State ,Mailing_Zip ,MAIN_FAX ,Main_Phone,Prior Authorization_FAX ,CLAIMS_PHONE ,
,Aetna,Aetna Medicare Signature (PPO) - H3288-046,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Value Plus (PPO) - H3288-048,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-001,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-034,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-041,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H3288-011,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-001,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-034,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-041,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H3288-006,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Value Plus (PPO) - H3288-018,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-001,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-034,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-041,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H3288-008,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature Extra (PPO) - H2293-014,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-003,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-029,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-043,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H3288-006,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Value Plus (PPO) - H3288-018,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-001,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Enhanced (PPO) - H3288-009,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-034,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-041,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-002,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-030,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-044,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H3288-008,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature Extra (PPO) - H2293-014,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-001,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-034,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-041,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H2293-019,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H3288-046,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature Extra (HMO) - H4523-001,Medicare Advantage,HMO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Value Plus (PPO) - H3288-048,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-001,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-034,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-041,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H3288-011,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-001,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-034,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-041,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H3288-046,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Value Plus (PPO) - H3288-048,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-002,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-030,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-044,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H3288-008,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature Extra (PPO) - H2293-014,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-003,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-029,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-043,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H2293-016,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H3288-006,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature Extra (HMO) - H4523-015,Medicare Advantage,HMO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Value Plus (PPO) - H3288-018,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-001,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-034,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-041,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H3288-008,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-001,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-034,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-041,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H3288-008,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature Extra (PPO) - H2293-014,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-002,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-030,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-044,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H3288-008,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature Extra (PPO) - H2293-014,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-001,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-034,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-041,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H3288-006,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Value Plus (PPO) - H3288-018,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-001,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Enhanced (PPO) - H3288-009,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-034,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-041,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H2293-017,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-001,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-034,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-041,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H3288-008,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-002,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Enhanced (PPO) - H2293-025,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-030,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-044,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H3288-008,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature Extra (PPO) - H2293-014,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-003,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-029,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-043,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H2293-016,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Value Plus (PPO) - H3288-018,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-001,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-034,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-041,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H3288-011,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-001,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-034,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-041,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H3288-008,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature Extra (PPO) - H2293-014,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-001,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-034,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-041,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H3288-011,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Dual Care (HMO D-SNP) - H8597-001,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Full Dual Care (HMO D-SNP) - H4523-034,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Partial Dual Care (HMO D-SNP) - H4523-041,Medicare Advantage,HMO D-SNP,Dual ,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
,Aetna,Aetna Medicare Signature (PPO) - H3288-008,Medicare Advantage,PPO,Individual,Texas,PO Box 981106,,El Paso,Texas,79998-1106,1-877-822-5246,1-800-872-3862,1-877-822-5246,1-800-872-3862,
