Payer_ID,Payer_Name,State_Name,Mailing_Address1,Mailing_Address2,Mailing_City,Mailing_State,Mailing_Zip,FAX,Main_Phone,BV_Phone,Claims_Phone,
,UHC,Kansas,P.O. Box 241029,,"St. Paul, ",Minnesota,55124-7019,1-816-929-5300,1-816-655-7672,1-866-292-0359,1-816-655-7679,
,UHC,Kentucky,Louisville 9100 Shelbyville Road,,Louisville,Kentucky,40222,1-502-318-0125,1-952-936-3290,1-866-842-3210,1-866-940-7328,
,UHC,Louisiana,3838 N. Causeway Blvd,,Metairie,Louisiana,70001,1-504-849-1500,1-504-849-3551,1-866-842-3210,1-866-940-7328,
,UHC,Maine,950 Winter St,,Waltham,Massachusetts,2451,1-860-702-5159,1-866-842-3210,1-866-842-3210,1-866-940-7328,
,UHC,Maryland,10175 Little Patuxent Pkwy,,Columbia,Maryland,21044, 1-844-226-0356,1-888-888-8888 ,1-800-600-9007 ,1-888-899-1681,
,UHC,Massachusetts,950 Winter St,,Waltham,Massachusetts,2451, 1-844-226-0356,1-888-888-8888 ,1-877-842-3210,1-888-840-6450,
,UHC,Michigan,P.O. Box 241029 ,,St. Paul,Minnesota ,55124-7019, 1-844-226-0356,1-888-888-8888 ,1-800-746-7405,1-855-225-9847,
,UHC,Minnesota,P.O. Box 241029,,St. Paul,Minnesota ,55124-7019, 1-844-226-0356,1-888-888-8888 ,1-800-903-5253 ,1-651-662-6284,
,UHC,Mississippi,"795 Woodland Pkwy, ",,Ridgeland,Mississippi,39157,1-800-291-2634,1-601-718-6584,1-877-743-8734,1-866-940-7328,
,UHC,Missouri,P.O. Box 241029,,St. Paul,Minnesota,55124-7019,1-816-929-5300,1-816-655-7672,1-866-292-0359,1-816-655-7679,
,UHC,Montana ,"4550 Kruse Way,",,Lake Oswego,Oregon,97035,1-800-903-5253,1-601-718-6584,1-800-600-9007,1-866-940-7328,
,UHC,Nebraska,P.O. Box 241029,,St. Paul,Minnesota,55124-7019,1-800-826-9781,1-800-826-9781,1-800-600-9007,1-866-940-7328,
,UHC,Nevada,2720 North Tenaya Way,,Las Vegas,Nevada,89128,1-888-866-8297,1-888-866-8297,1-800-600-9007,1-866-940-7328,
,UHC,New Hampshire,950 Winter St,,Waltham,Massachusetts,02451,1-800-624-6961,1-888-866-8297,1-877-842-3210,1-866-940-7328,
,UHC,New Jersey,1 Tower Center Boulevard,,East Brunswick,New Jersey,8816,1-844-226-0356,1-888-888-8888 ,1-888-362-3368,1-866-940-7328,
,UHC,New York,Albany 13 Cornell Road 2nd Floor,,Latham,New York,12110,1-866-940-7328,1-888-888-8888 ,1-866-362-3368,1-866-940-7328,
,UHC,North Carolina,3803 N. Elm St.,,Greensboro,North Carolina,27459,1-844-226-0356,1-888-888-8888 ,1-888-478-4760,1-844-412-7890,
,UHC,Ohio,Cleveland 1001 Lakeside Ave,,Cleveland,Ohio,44114,1-844-226-0356,1-888-888-8888 ,1-800-291-2634,1-866-940-7328,
,UHC,Oregon,4550 Kruse Way,,Lake Oswego,Oregon,97035,1-888-980-8722,1-877-842-3210,1-800-562-6136,1-877-842-3210,
,UHC,Pennsylvania,PO Box 9472,,Minneapolis,Minnesota,55440-9472,1-844-226-0356,1-888-888-8888 ,1-800-746-7405,1-877-310-3826,
,UHC,Rhode Island,475 Kilvert St,,Warwick,Rhode Island,2886,1-800-460-8988,1-888-866-8297,1-877-842-3210,1-866-940-7328,
,UHC,South Carolina,P.O. Box 740796,,Atlanta,Georgia,30374,1-800-842-3450,1-888-866-8297,1-800-528-7240,1-866-940-7328,
,UHC,South Dakota,6022 Blue Circle Drive,,Minnetonka,Minnesota,55343,1-800-842-3450,1-888-866-8297,1-800-528-7240,1-866-940-7328,
,UHC,Tennessee,3175 Lenox Park Blvd,,Memphis,Tennessee,38115,1-844-226-0356,1-888-888-8888 ,1-800-690-1606,1-866-940-7328,
,UHC,Texas,P.O. Box 241029,,St. Paul,Minnesota,55124-7019, 1-844-226-0356,1-888-888-8888 ,1-888-887-9003, 1-877-940-1972,
,UHC,Utah,12921 S Vista Station Blvd,,Draper,Utah,84020,1-888-980-8722,1-877-842-3210,1-800-562-6136,1-877-842-3210,
,UHC,Vermont,950 Winter St,,Waltham,Vermont,2451,1-800-310-6826,1-877-842-3210,1-800-310-6826,1-877-842-3210,
,UHC,Virginia,12018 Sunrise Valley Drive,,Reston,Virginia,20191,1-844-226-0356,1-888-888-8888 ,1-844-284-0146, 1-866-940-7328,
,UHC,Washington,4550 Kruse Way,,Lake Oswego,Oregon,97035,1-844-226-0356,1-888-888-8888,1-800-600-9007,1-866-940-7328,
,UHC,West Virginia,12018 Sunrise Valley Drive,,Reston,Virginia,20191,1-800-904-9325,1-877-842-3210,1-800-904-9325,1-877-842-3210,
,UHC,Wisconsin,169 Inverness Drive West,,Englewood,Wyoming,84130,1-877-715-1229,1-877-842-3210,1-877-715-1229,1-877-842-3210,
,UHC,Wyoming,169 Inverness Drive West,,Englewood,Wyoming,84130,1-800-453-8656,1-877-842-3210,1-800-453-8656,1-877-842-3210,
,Wellcare,Alabama,Post Office Box 2000,,La Grange,Kentucky,40031,1-800-977-7522,1-800-977-7522,1-800-977-7522,1-800-977-7522,
,Wellcare,Alaska,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-388-1767,1-888-550-5252,1-800-935-5227,1-866-388-1767,
,Wellcare,Arizona,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-287-3286,1-800-977-7522,1-800-977-7522,1-888-871-0564,
,Wellcare,Arkansas,Post Office Box 2000,,La Grange,Kentucky,40031,1-833-562-7172,1-800-977-7522 ,1-800-282-4548,1-888-871-0564,
,Wellcare,California,Post Office Box 2000,,La Grange,Kentucky,40031,1-855-547-9764,1-866-999-3945,1-866-999-3945,1-866-388-1767,
,Wellcare,Colorado,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-388-1767,1-888-550-5252,1-888-550-5252,1-866-388-1767,
,Wellcare,Connecticut,Post Office Box 2000,,La Grange,Kentucky,40031,1-888-871-0564,1-800-977-7522,1-800-977-7522,1-888-871-0564,
,Wellcare,Delaware,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-388-1767,1-800-977-7522,1-800-977-7522,1-866-388-1767,
,Wellcare,Districts of Columbia,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-388-1767,1-888-550-5252,1-855-538-0454,1-866-388-1767,
,Wellcare,Florida,Post Office Box 2000,,La Grange,Kentucky,40031,1-833-562-7172,1-855-538-0454,1-866-334-7927,1-833-562-7172,
,Wellcare,Georgia,Post Office Box 2000,,La Grange,Kentucky,40031,1-877-236-9477,1-866-247-1445,1-866-247-1445,1-866-232-2819,
,Wellcare,Hawaii,Post Office Box 2000,,La Grange,Kentucky,40031,1-888-871-0564,1-877-457-7621,1-888-505-1201,1-888-871-0564,
,Wellcare,Idaho,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-388-1767,1-888-550-5252,1-855-538-0453,1-866-388-1767,
,Wellcare,Illinois,Post Office Box 2000,,La Grange,Kentucky,40031,1-515-256-4629,1-855-538-0454,1-800-813-8581,1-888-871-0564,
,Wellcare,Indiana,Post Office Box 2000,,La Grange,Kentucky,40031,1-844-885-3724,1-855-565-9519,1-800-935-5227,1-844-885-3724,
,Wellcare,Iowa,Post Office Box 2000,,La Grange,Kentucky,40031,1-502-564-6785,1-877-389-9457, 1-877-389-9457,1-888-365-5615,
,Wellcare,Kansas,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-287-3286,1-866-635-7045 ,1-855-538-0454,1-888-871-0564,
,Wellcare,Kentucky,Post Office Box 2000,,La Grange,Kentucky,40031,1-833-562-7172,1-855-538-0454, 1-800-935-5227,1-833-562-7172,
,Wellcare,Louisiana,Post Office Box 2000,,La Grange,Kentucky,40031,1-844-208-4156 , 1-888-550-5252 ,1-877-277-1808,1-844-208-4156,
,Wellcare,Maine,Post Office Box 2000,,La Grange,Kentucky,40031,1-833-562-7172,1-855-521-9685,1-800-282-4548, 1-888-871-0564,
,Wellcare,Maryland,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-226-1093,1-888-550-5252,1-800-935-5227,1-866-226-1093,
,Wellcare,Massachusetts,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-388-1769,1-888-550-5252,1-888-550-5252,1-866-388-1767,
,Wellcare,Michigan,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-388-1769,1-800-977-7522,1-800-977-7522,1-888-871-0564,
,Wellcare,Minnesota,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-388-1521,1-888-550-5252,1-888-550-5252,1-866-388-1767,
,Wellcare,Mississippi,Post Office Box 2000,,La Grange,Kentucky,40031,1-888-871-0564 , 1-833-444-9088,1-855-538-0454,1-888-871-0564 ,
,Wellcare,Missouri,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-946-1105, 1-833-444-9088,1-800-225-2573,1-888-871-0564,
,Wellcare,Montana,Post Office Box 2000,,La Grange,Kentucky,40031,1-888-550-5252,1-855-538-0453, 1-888-550-5252,1-888-550-5252,
,Wellcare,Nebraska,Post Office Box 2000,,La Grange,Kentucky,40031,1-833-981-4176,1-800-977-7522, 1-800-977-7522,1-833-981-4182,
,Wellcare,Nevada,Post Office Box 2000,,La Grange,Kentucky,40031,1-844-909-0053,1-833-854-4766,1-833-854-4766,1-844-909-0053,
,Wellcare,New Hampshire,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-388-1767,1-833-704-1024 ,1-866-769-3085,1-866-388-1767,
,Wellcare,New Jersey,Post Office Box 2000,,La Grange,Kentucky,40031,1-833-562-7172,1-833-444-9088,1-888-453-2534 , 1-833-981-4176,
,Wellcare,New Mexico,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-388-1767,1-800-977-7522 ,1-800-977-7522,1-866-388-1767,
,Wellcare,New York,Post Office Box 2000,,La Grange,Kentucky,40031, 1-833-562-7172,1-833-444-9088,1-855-538-0454,1-877-892-8214,
,Wellcare,North Carolina,Post Office Box 2000,,La Grange,Kentucky,40031,1-813-865-6503,1-866-799-5318,1-866-799-5318 ,1-833-897-0322,
,Wellcare,North Dakota,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-388-1521,1-888-550-5252, 1-800-977-7522 ,1-866-388-1521,
,Wellcare,Ohio,Post Office Box 2000,,La Grange,Kentucky,40031,1- 888-361-5684,1-844-480-0700,1-855-538-0454,1-888-361-5684,
,Wellcare,Oklahoma,Post Office Box 2000,,La Grange,Kentucky,40031,1-833-829-0342,1-833-853-0865,1-800-225-2573,1-833-829-0342,
,Wellcare,Oregon,Post Office Box 2000,,La Grange,Kentucky,40031,1-717-265-8289,1-888-550-5252 ,1-844-458-6739,1-717-265-8289,
,Wellcare,Pennsylvania,Post Office Box 2000,,La Grange,Kentucky,40031,1-844-692-4065,1-888-445-8913,1-888-445-8913,1-844-692-4065,
,Wellcare,Rhode Island,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-388-1767,1-888-550-5252,1-888-550-5252,1-866-388-1767,
,Wellcare,South Carolina,Post Office Box 2000,,La Grange,Kentucky,40031,1-833-562-7172,1-866-892-8340,1-855-538-0454,1-888-871-0564,
,Wellcare,South Dakota,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-388-1767,1-888-550-5252,1-888-550-5252,1-866-388-1767,
,Wellcare,Tennessee,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-287-3286,1-866-635-7045 ,1-866-635-7045,1-833-562-7172,
,Wellcare,Texas,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-287-3286 ,1-866-635-7045,1-877-391-5921 ,1-877-277-1805,
,Wellcare,Utah,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-388-1767,1-888-550-5252,1-888-550-5252 ,1-866-388-1767,
,Wellcare,Vermont,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-388-1767,1-888-550-5252,1-888-550-5252,1-866-388-1767,
,Wellcare,Virginia,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-388-1767,1-844-480-0700,1-888-550-5252,1-866-388-1767,
,Wellcare,Washington,Post Office Box 2000,,La Grange,Kentucky,40031,1-833-562-7172,1-888-445-8913,1-888-445-8913, 1-888-871-0564 ,
,Wellcare,West Virginia,Post Office Box 2000,,La Grange,Kentucky,40031,1-866-388-1767,1-888-550-5252,1-800-977-7522,1-866-388-1767,
,Wellcare,Wisconsin,Post Office Box 2000,,La Grange,Kentucky,40031,1-877-808-9362, 1-877-935-8024,1-877-935-8024,1-877-725-7751,
,Wellcare,Wyoming,Post Office Box 2000,,La Grange,Kentucky,40031,1-877-808-9362,1-888-550-5252 ,1-855-538-0453,1-877-725-7751,
,UPMC,Pennsylvania,U.S. Steel Tower,,Pittsburgh,Pennsylvania,15219,1-888-249-5646,1-844-220-4785,1-844-220-4785,1-412-454-2070,
,Western Health Advantage,California, 2349 Gateway Oaks Drive,,Sacramento,California,95833,1-916-568-0126,1-888-942-737,1-916-563-2250,1-916-568-0278,
,Imperial Health Plan,California,PO BOX 60874,,Pasadena,California,91116,1-626-521-6028,1-626-838-5100,1-626-838-5100,1-626-380-9142,
,Chorus Community Health Plan,Wisconsin,PO Box 1997,,Milwaukee,Wisconsin,53201,1-414-266-5797, 1-800-482-8010,1-844-202-0117,1-414-266-4726,
,HealthSpring,Alabama,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-877-720-3859,1-800-668-3813,1-800-668-3813,1-877-720-3859,
,HealthSpring,Alaska,P.O. Box 5700,,Scranton,Pennsylvania,18505, 1-877-720-3859,1-800-222-6700,1-800-668-3813, 1-877-720-3859,
,HealthSpring,Arizona,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-888-230-7302,1-800-627-7534,1-800-668-3813,1-866-873-8279,
,HealthSpring,Arkansas,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-888-230-7302,1-800-668-3813,1-800-668-3813,1-866-873-8279,
,HealthSpring,California,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-888-230-7302,1-800-222-6700,1-800-668-3813,1-866-873-8279,
,HealthSpring,Colorado,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-877-720-3859,1-800-668-3813,1-800-668-3813,1-877-720-3859,
,HealthSpring,Connecticut,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-866-790-8599,1-800-668-3813,1-800-668-3813,1-866-790-8599,
,HealthSpring,Delaware,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-866-790-8599,1-800-668-3813,1-800-668-3813,1-866-790-8599,
,HealthSpring,Districts of Columbia,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-866-790-8599,1-800-668-3813,1-800-668-3813,1-866-790-8599,
,HealthSpring,Florida,P.O. Box 5700,,Scranton,Pennsylvania,18505, 1-888-230-7302,1-800-668-3813,1-800-668-3813,1-866-873-8279,
,HealthSpring,Georgia,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-888-230-7302,1-800-668-3813,1-800-668-3813,1-866-873-8279,
,HealthSpring,Idaho,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-888-230-7302,1-800-222-6700,1-800-668-3813,1-866-873-8279,
,HealthSpring,Illinois,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-217-524-7264,1-847-318-9759,1-800-668-3813,1-833-562-7172,
,HealthSpring,Indiana,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-217-524-7264,1-877-652-1794,1-800-668-3813,1-833-562-7172,
,HealthSpring,Iowa,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-615-291-7545,1-877-652-1794,1-800-668-3813,1-615-401-4660,
,HealthSpring,Kansas,P.O. Box 5700,,Scranton,Pennsylvania,18505, 1-888-453-4316, 1-800-222-6700,1-800-668-3813,1-888-453-4316,
,HealthSpring,Kentucky,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-630-206-1055,1-833-704-1024,1-800-668-3813,1-630-206-1055,
,HealthSpring,Louisiana,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-615-291-7545,1-800-453-4464,1-800-668-3813,1-615-401-4660,
,HealthSpring,Maine,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-888-351-9008,1-833-704-1024,1-800-668-3813, 1-615-291-7545 ,
,HealthSpring,Maryland,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-866-873-8279,1-877-652-1794,1-800-668-3813,1-866-873-8279,
,HealthSpring,Massachusetts,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-615-291-7545,1-800-453-4464,1-800-668-3813,1-615-401-4660,
,HealthSpring,Michigan,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-313-664-8045,1-877-240-8340,1-800-668-3813,1-313-664-8045,
,HealthSpring,Minnesota,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-615-291-7545,1-800-453-4464,1-800-668-3813, 1-615-401-4660,
,HealthSpring,Mississippi,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-866-873-8279,1-800-230-6138,1-800-668-3813,1-866-873-8279,
,HealthSpring,Missouri,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-888-856-3959,1-800-230-6138,1-800-668-3813,1-888-856-3959,
,HealthSpring,Montana,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-855-874-4711,1-877-652-1794,1-800-668-3813,1-855-874-4711,
,HealthSpring,Nebraska,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-833-517-1852,1-877-534-0199,1-800-668-3813,1-833-517-1852,
,HealthSpring,Nevada,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-844-367-7022,1-877-299-0551,1-800-668-3813,1-844-367-7022,
,HealthSpring,New Hampshire,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-855-246-5870, 1-866-769-3085,1-800-668-3813,1-855-246-5870,
,HealthSpring,New Jersey,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-609-583-3048,1-877-652-1794,1-800-668-3813,1-609-583-3048,
,HealthSpring,New Mexico,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-505-816-3854,1-833-704-1024,1-800-668-3813,1-505-816-3854,
,HealthSpring,New York,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-866-873-8279,1-877-652-1794,1-800-668-3813,1-866-873-8279,
,HealthSpring,North Carolina,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-877-704-8186,1-877-364-4566,1-800-668-3813,1-877-704-8186,
,HealthSpring,North Dakota,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-855-350-8671,1-833-704-1024,1-800-668-3813,1-855-350-8671,
,HealthSpring,Ohio,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-866-873-8279,1-800-668-3813,1-800-668-3813,1-800-931-0149 ,
,HealthSpring,Oklahoma,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-918-878-5900,1-877-705-3621,1-800-668-3813,1-918-878-590,
,HealthSpring,Oregon,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-866-873-8279,1-877-652-1794 ,1-800-668-3813,1-866-873-8279,
,HealthSpring,Pennsylvania,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-855-246-5870,1-833-704-1024,1-800-668-3813,1-855-246-5870,
,HealthSpring,Rhode Island,P.O. Box 5700,,Scranton,Pennsylvania,18505, 1-866-889-8061 ,1-866-845-6941,1-800-668-3813, 1-866-889-8061 ,
,HealthSpring,South Carolina,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-866-368-4562,1-877-652-1794,1-800-668-3813,1-866-368-4562,
,HealthSpring,South Dakota,P.O. Box 5700,,Scranton,Pennsylvania,18505, 1-800-811-1283, 1-800-222-6700,1-800-668-3813, 1-800-811-1283,
,HealthSpring,Tennessee,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-615-291-7547,1-800-230-6138,1-800-668-3813,1-615-291-7547,
,HealthSpring,Texas,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-832-553-3584,1-832-553-3300,1-800-668-3813,1-832-553-3584,
,HealthSpring,Utah,P.O. Box 5700,,Scranton,Pennsylvania,18505, 1-888-992-2809,1-877-652-1794,1-800-668-3813, 1-888-992-2809,
,HealthSpring,Vermont,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-866-873-8279,1-877-652-1794,1-800-668-3813,1-866-873-8279,
,HealthSpring,Virginia,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-615-291-7545,1-800-453-4464 ,1-800-668-3813,1-615-401-4660,
,HealthSpring,Washington,P.O. Box 5700,,Scranton,Pennsylvania,18505, 1-206-652-7010,1-833-704-1024,1-800-668-3813,1-206-652-7010,
,HealthSpring,West Virginia,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-866-859-1129,1-866-859-1129,1-800-668-3813,1-877-279-6010 ,
,HealthSpring,Wisconsin,P.O. Box 5700,,Scranton,Pennsylvania,18505,1- 608-221-8616,1-800-230-6138,1-800-668-3813,1- 608-221-8616,
,HealthSpring,Wyoming,P.O. Box 5700,,Scranton,Pennsylvania,18505,1-307-777-7439,1-866-571-0944,1-800-668-3813,1-307-777-6964,
,Sanford Health Plan,Minnesota,PO Box 91110,,Sioux Falls,South Dakota,57109-1110,1-888-278-6485,1-800-752-5863,1-877-629-2999,1-888-278-6485,
,Sanford Health Plan,Iowa,PO Box 91110,,Sioux Falls,South Dakota,57109-1110,1-888-278-6485,1-800-752-5863,1-877-629-2999,1-888-278-6485,
,Sanford Health Plan,Nebraska,PO Box 91110,,Sioux Falls,South Dakota,57109-1110,1-888-278-6485,1-800-752-5863,1-877-629-2999,1-888-278-6485,
,Sanford Health Plan,North Dakota,PO Box 91110,,Sioux Falls,South Dakota,57109-1110,1-888-278-6485,1-800-752-5863,1-877-629-2999,1-888-278-6485,
,Sanford Health Plan,South Dakota,PO Box 91110,,Sioux Falls,South Dakota,57109-1110,1-888-278-6485,1-800-752-5863,1-877-629-2999,1-888-278-6485,
,1199 National Benefit Fund,New York,498 Seventh Ave,,New York,New York,10018,1-646-473-7088,1-646-473-9200,1-646-473-9200,1-888-819-1199,
,AARP,Alabama,P.O. Box 740371,,Atlanta,Georgia,30374,1-888-899-1681,1-800-711-4555,1-866-542-8167,1-888-980-8728,
,AARP,Alaska,5757 Plaza Drive,,Cypress,California,90630,1-888-899-1681,1-800-711-4555,1-866-227-7447,1-888-980-8728,
,AARP,Arizona,1 East Washington,Suite 900,Phoenix,Arizona,85004,1-888-899-1681,1-800-711-4555,1-866-389-5649,1-888-980-8728,
,AARP,Arkansas,1401 West Capitol Avenue,Suite 375,Little Rock,Arkansas,72201,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,California,P.O. Box 30884,,Salt Lake City,Utah,84130-0884,1-888-899-1681,1-800-711-4555,1-866-448-3614,1-888-980-8728,
,AARP,Colorado,P.O. Box 6111,,Cypress,California,90630-0016 ,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Connecticut,P.O. Box 241029,,St. Paul,Minnesota,55124-7019,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Delaware,PO Box 9472,,Minneapolis,Minnesota,55440-9472,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Districts of Columbia,10175 Little Patuxent Parkway,Suite 600,Columbia,Maryland,21044,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Florida,10151 Deerwood Park Building 100,Suite 420,Jacksonville,Florida,32256,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Georgia,2100 Riveredge Parkway,Suite 400,Atlanta,Georgia,30328,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Hawaii,P.O. Box 30757,,Salt Lake City,Utah,84130-0757,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Idaho,322 East Front Street,Suite 400,Boise,Idaho,83702,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Illinois,P.O. Box 241029,,St. Paul,Minnesota,55124-7019,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Indiana,7440 Woodland Drive,Dept. 100,Indianapolis,Indiana,46278,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Iowa,P.O. Box 241029,,St. Paul,Minnesota,55124-7019,1-888-899-1681,1-800-711-4555,1-866-554-5378,1-888-980-8728,
,AARP,Kansas,P.O. Box 241029,,St. Paul,Minnesota,55124-7019,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Kentucky,230 Lexington Green Circle,Suite 400,Lexington,Kentucky,40503,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Louisiana,3838 N. Causeway Blvd,Suite 2500,Metairie,Louisiana,70001,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Maine,950 Winter St,Suite 3800,Waltham,Maine,02451,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Maryland,10175 Little Patuxent Pkwy,Suite 600,Columbia,Maryland,21044,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Massachusetts,950 Winter St.,Suite 1700,Waltham,Massachusetts,02451,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Michigan,P.O. Box 241029,,St. Paul,Minnesota,55124-7019,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Minnesota,P.O. Box 241029,,St. Paul,Minnesota,55124-7019,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Mississippi,795 Woodland Pkwy,Suite 301,Ridgeland,Mississippi,39157,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Missouri,P.O. Box 241029,,St. Paul,Minnesota,55124-7019,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Montana,4550 Kruse Way,Suite 125,Lake Oswego,Oregon,97035,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Nebraska,P.O. Box 241029,,St. Paul,Minnesota,55124-7019,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Nevada,2720 North Tenaya Way,,Las Vegas,Nevada,89128,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,New Hampshire,950 Winter St.,Suite 1700,Waltham,Massachusetts,02451,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,New Jersey,1 Tower Center Boulevard,Suite 1100,East Brunswick,New Jersey,08816,1-888-899-1681,1-800-711-4555,1-866-542-8165,1-888-980-8728,
,AARP,New Mexico,P.O. Box 241029,,St. Paul,Minnesota,55124-7019,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,New York,2425 James St.,,Syracuse,New York,13206,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,North Carolina,3803 N. Elm St,,Greensboro,North Carolina,27459,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,North Dakota,6022 Blue Circle Drive,,Minnetonka,Minnesota,55343,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Ohio,1001 Lakeside Ave.,Suite 1000,Cleveland,Ohio,44114,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
,AARP,Oklahoma,P.O. Box 241029,,St. Paul,Minnesota,55124-7019,1-888-899-1681,1-800-711-4555,1-888-687-2277,1-888-980-8728,
